district,sector,trade,priority,recommendation_type,recommendation,reason,supporting_metrics,confidence_score,data_availability
jalgaon,,foundryman under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for foundryman under dual training system in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,mechanic machine tool maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic machine tool maintenance in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,tool and die maker (dies and moulds),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for tool and die maker (dies and moulds) in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,baker and confectioner,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for baker and confectioner in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,computer hardware and network maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for computer hardware and network maintenance in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,electronics mechanic under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic under dual training system in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,mechanic electric vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic electric vehicle in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,mechanic motor vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,mechanic motor vehicle under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle under dual system training in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
kolhapur,,food production (general),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for food production (general) in kolhapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
kolhapur,,fruit and vegetable processing,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fruit and vegetable processing in kolhapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
kolhapur,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in kolhapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
kolhapur,,mason (building constructor),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mason (building constructor) in kolhapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
kolhapur,,mechanic agricultural machinery,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic agricultural machinery in kolhapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
kolhapur,,mechanic machine tool maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic machine tool maintenance in kolhapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
